amenities,amenity_count,amenity_names,bathrooms,bedrooms,category,currency,description,details_path,has_coordinates,id,images,images_count,is_premium,is_price_outlier,is_size_outlier,is_verified,latitude,listed_date,listing_id,location_depth,location_full_name,location_id,location_path_name,location_slug,location_type,longitude,price,price_per_sqft,property_type,record_type,scraped_at_utc,share_url,size_sqm,size_sqm_reported,source_country_code,source_provider,title
"[""BA"", ""CO"", ""LB"", ""BL"", ""WC"", ""SY"", ""SS"", ""SE"", ""VW"", ""ST"", ""SP""]",11,"[""Balcony"", ""Children's Pool"", ""Lobby in Building"", ""View of Landmark"", ""Walk-in Closet"", ""Shared Gym"", ""Shared Spa"", ""Security"", ""View of Water"", ""Study"", ""Shared Pool""]",2,3,buy,EGP,"Own a Standalone Villa
Standalone villa for sale in one of the most prestigious locations in Sheikh Zayed
The Estates Compound
Immediate delivery
Remaining installments available
Unit Details:


Standalone villa
Land area: 568 sqm
Built-up area: 353 sqm
Garden area: 60 sqm


Location:
Prime location in Sheikh Zayed


Close to Sodic West Compound
Near Juhayna Square
Close to Sphinx International Airport
Minutes from 26th of July Corridor


Amenities:
Vast green spces
Water features
Jogging and cycling tracks
Children’s entertainment areas
Commercial mall
Restaurants and cafés
International brands
Sports courts
Clubhouse
24/7 security and guards
If you want it more marketing-oriented or shorter for social media, I",/en/plp/buy/villa-for-sale-giza-sheikh-zayed-city-sheikh-zayed-compounds-the-estates-8692255.html,True,8692255,"[""https://static.shared.propertyfinder.eg/media/images/listing/6DMAVW7JA8PT7VWXFS3YB0N21W/da4dcca7-700d-4bef-a557-2b5f0f3d62d4/668x452.jpg""]",12,False,False,False,False,30.07990074157715,2026-02-10T22:35:39Z,6DMAVW7JA8PT7VWXFS3YB0N21W,4,"The Estates, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",40915,"Giza, Sheikh Zayed City, Sheikh Zayed Compounds",sheikh-zayed-city-sheikh-zayed-compounds-the-estates,SUBDISTRICT,30.877290725708008,6400000,320000.0,Villa,property,2026-02-10T22:35:39Z,https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-giza-sheikh-zayed-city-sheikh-zayed-compounds-the-estates-8692255.html,20,20,EG,propertyfinder,"Villa for sale in 6th of October City, 350 sq m,"
"[""BA"", ""CO"", ""LB"", ""BL"", ""WC"", ""SY"", ""SS"", ""SE"", ""VW"", ""ST"", ""SP"", ""PG""]",12,"[""Balcony"", ""Children's Pool"", ""Lobby in Building"", ""View of Landmark"", ""Walk-in Closet"", ""Shared Gym"", ""Shared Spa"", ""Security"", ""View of Water"", ""Study"", ""Shared Pool"", ""Private Garden""]",2,3,buy,EGP,"Own a Luxury Villa in the Heart of Sheikh Zayed – Alma Compound

Your chance to live in one of the most prestigious villas in Sheikh Zayed, located in Alma Compound by Ewan Developments, in a strategic location just minutes away from Hyper One and Arkan Plaza.

Installments available
Special discount for cash payment

Villa Details:

Area: 320 sqm

Elegant design with full privacy

4 Bedrooms

4 Bathrooms

Private garden",/en/plp/buy/villa-for-sale-giza-sheikh-zayed-city-4th-district-zayed-2000-8692159.html,True,8692159,"[""https://static.shared.propertyfinder.eg/media/images/listing/1GMY5KEJF4NF4RX9P548HBXYNW/d3f6e95a-7024-4c37-90be-2ec9a1ec8ece/668x452.jpg""]",10,False,False,False,False,30.021421432495117,2026-02-10T22:18:51Z,1GMY5KEJF4NF4RX9P548HBXYNW,4,"Zayed 2000, 4th District, Sheikh Zayed City, Giza",28768,"Giza, Sheikh Zayed City, 4th District",sheikh-zayed-city-4th-district-zayed-2000,COMPOUND,30.997661590576172,6100000,305000.0,Villa,property,2026-02-10T22:18:51Z,https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-giza-sheikh-zayed-city-4th-district-zayed-2000-8692159.html,20,20,EG,propertyfinder,Ready to Move Villa in a Prime Location in zayed
"[""BA"", ""CO"", ""LB"", ""BL"", ""WC"", ""SY"", ""SS"", ""SE"", ""VW"", ""ST"", ""SP""]",11,"[""Balcony"", ""Children's Pool"", ""Lobby in Building"", ""View of Landmark"", ""Walk-in Closet"", ""Shared Gym"", ""Shared Spa"", ""Security"", ""View of Water"", ""Study"", ""Shared Pool""]",2,3,buy,EGP,"A unique opportunity to own a luxury villa within one of the most prestigious residential communities in Sheikh Zayed – Noe Villa.

The villa features a spacious area of 360 square meters, with a smart and practical layout that provides maximum comfort and privacy for all family members.

A modern architectural design that blends elegance with functionality, offering wide interior spaces that allow natural light to flow throughout the day. Comfortable bedrooms with the flexibility to customize spaces according to your needs, in addition to ideal living areas for family time and hosting guests.

The project is characterized by tranquility and sophistication, offering a fully integrated residential environment with vast green spaces that create a sense of relaxation and serenity.",/en/plp/buy/villa-for-sale-giza-sheikh-zayed-city-new-zayed-city-novella-8692136.html,True,8692136,"[""https://static.shared.propertyfinder.eg/media/images/listing/8B75GDGFRQRMFN9D2TNDWSR9K0/d25c56ab-da27-4cc4-9a3d-d9b9020dd621/668x452.jpg""]",11,False,False,False,False,30.053253173828125,2026-02-10T22:16:16Z,8B75GDGFRQRMFN9D2TNDWSR9K0,4,"Novella, New Zayed City, Sheikh Zayed City, Giza",41591,"Giza, Sheikh Zayed City, New Zayed City",sheikh-zayed-city-new-zayed-city-novella,SUBDISTRICT,30.943349838256836,6000000,300000.0,Villa,property,2026-02-10T22:16:16Z,https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-giza-sheikh-zayed-city-new-zayed-city-novella-8692136.html,20,20,EG,propertyfinder,Own a villa in the heart of Sheikh Zayed with an
"[""PG"", ""CP"", ""SP"", ""ST"", ""VW"", ""SE"", ""SS"", ""SY"", ""WC"", ""BL"", ""LB"", ""CO""]",12,"[""Private Garden"", ""Covered Parking"", ""Shared Pool"", ""Study"", ""View of Water"", ""Security"", ""Shared Spa"", ""Shared Gym"", ""Walk-in Closet"", ""View of Landmark"", ""Lobby in Building"", ""Children's Pool""]",2,3,buy,EGP,"A luxury resort with a wide sea-front view and full hotel services.

Located in Soma Bay, Red Sea, on the Safaga Road in Hurghada.

Golf View Standalone Chalet with Near Delivery

BUA: 137 sqm

• 3 Bedrooms

• 2 Bathrooms

Living Room

Land area 370 sqm


We are pleased to assist you with all inquiries:
 [REDACTED_PHONE]",/en/plp/buy/villa-for-sale-red-sea-hurghada-safaga-soma-bay-blanca-gardens-8691735.html,True,8691735,"[""https://static.shared.propertyfinder.eg/media/images/listing/NFRT7NPXMHYXE7VF2GW5QC1Z9M/a5f0c710-bde1-4eea-8077-16a84eb3245c/668x452.jpg""]",11,False,False,False,False,26.85942840576172,2026-02-10T21:00:13Z,NFRT7NPXMHYXE7VF2GW5QC1Z9M,5,"Blanca Gardens, Soma Bay, Safaga, Hurghada, Red Sea",41905,"Red Sea, Hurghada, Safaga, Soma Bay",hurghada-safaga-soma-bay-blanca-gardens,STREET,33.97724533081055,28500000,208029.19708029198,Villa,property,2026-02-10T21:00:13Z,https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-red-sea-hurghada-safaga-soma-bay-blanca-gardens-8691735.html,137,137,EG,propertyfinder,Golf View Finishing & Facilities Prime Location
"[""BA"", ""BK"", ""PG"", ""SP"", ""VW"", ""SS"", ""CO""]",7,"[""Balcony"", ""Kitchen Appliances"", ""Private Garden"", ""Shared Pool"", ""View of Water"", ""Shared Spa"", ""Children's Pool""]",2,3,buy,EGP,"For sale prime villa in the heart of North Coast
Just steps away from the sea
Land area 160 sqm
Ground floor first floor and roof
Private garden 120 sqm
Fully finished with furniture and air conditioners

Layout details
Ground floor reception and open American kitchen
First floor three bedrooms and two bathrooms
Roof with open usable space

Prime location very close to the beach
Ideal for luxury living or investment
Price 13.5 million

For contact[REDACTED_PHONE]5252279",/en/plp/buy/villa-for-sale-north-coast-al-alamein-stella-heights-8689903.html,True,8689903,"[""https://static.shared.propertyfinder.eg/media/images/listing/N9NZ9FYVH9NV8A6KQVAB49N794/95ecd85a-352b-4679-8418-d4c1f2e99d6e/668x452.jpg""]",13,False,False,False,False,30.992586135864258,2026-02-10T15:33:57Z,N9NZ9FYVH9NV8A6KQVAB49N794,3,"Stella Heights, Al Alamein, North Coast",37668,"North Coast, Al Alamein",al-alamein-stella-heights,COMPOUND,28.71291160583496,13500000,48214.28571428572,Villa,property,2026-02-10T15:33:57Z,https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-north-coast-al-alamein-stella-heights-8689903.html,280,280,EG,propertyfinder,Luxury Villa for Sale Steps from the Sea in North
"[""BA"", ""BW"", ""AC"", ""CP"", ""BK"", ""MR"", ""PG"", ""PP"", ""SP"", ""ST"", ""VW"", ""SE"", ""SS"", ""SY"", ""WC"", ""BL"", ""LB"", ""CO""]",18,"[""Balcony"", ""Built in Wardrobes"", ""Central A/C"", ""Covered Parking"", ""Kitchen Appliances"", ""Maids Room"", ""Private Garden"", ""Private Pool"", ""Shared Pool"", ""Study"", ""View of Water"", ""Security"", ""Shared Spa"", ""Shared Gym"", ""Walk-in Closet"", ""View of Landmark"", ""Lobby in Building"", ""Children's Pool""]",2,3,buy,EGP,"Luxury villa, ready for immediate occupancy, fully finished, with a breathtaking landscape view, for sale in Mountain View 1.1 compound, opposite the Public Prosecutor's office and Al Rehab.

Prime location villa for sale in Mountain View 1.1 compound, opposite Al Rehab gate and minutes from Golden Square.

Fully finished.

Ready to move in immediately.

Prime location opposite Al Rehab and minutes from Golden Square, the American University, and opposite the Public Prosecutor's office.

10% down payment and installments over 7 years.

For viewing now, call[REDACTED_PHONE]",/en/plp/buy/villa-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-mountain-view-1-1-8689182.html,True,8689182,"[""https://static.shared.propertyfinder.eg/media/images/listing/234KCKEKERGZGRYYHG1E2S00EW/390f71e6-9665-4e34-86fb-e882acfe3a64/668x452.jpg""]",11,False,False,False,False,30.048173904418945,2026-02-10T14:45:17Z,234KCKEKERGZGRYYHG1E2S00EW,5,"Mountain View 1.1, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",41706,"Cairo, New Cairo City, The 5th Settlement, 5th Settlement Compounds",new-cairo-city-the-5th-settlement-5th-settlement-compounds-mountain-view-1-1,STREET,31.50146484375,25500000,118055.55555555556,Villa,property,2026-02-10T14:45:17Z,https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-mountain-view-1-1-8689182.html,216,216,EG,propertyfinder,"Luxury villa, ready for immediate occupancy, fully"
"[""BA""]",1,"[""Balcony""]",2,3,buy,EGP,"A stunning 240 sqm villa (ready to move in) with a landscape view is for sale in La Vista City Compound, opposite Al-Fattah Al-Aleem Mosque.

This 4-bedroom villa boasts a prime location and an incredible price in La Vista City Compound.

A project by La Vista Real Estate Development.

Immediate occupancy + ready to move in.

The villa features 240 sqm of living space, 3 bedrooms, 2 bathrooms, a large reception area, and a nanny's room.

A prime location, just minutes from Bin Zayed Axis, the CBD, Al-Fattah Al-Aleem Mosque, and the Green Belt.

10% down payment and installments over 10 years.

For more details, call[REDACTED_PHONE] or leave your number in a message and we will get back to you with all the details.",/en/plp/buy/villa-for-sale-cairo-new-capital-city-new-capital-compounds-la-vista-city-8688376.html,True,8688376,"[""https://static.shared.propertyfinder.eg/media/images/listing/KATV8RG1WAP63ZV0RWDFRH6MJW/db80375c-1703-4dcf-b937-650ed2347964/668x452.jpg""]",11,False,False,False,False,30.002904891967773,2026-02-10T13:48:02Z,KATV8RG1WAP63ZV0RWDFRH6MJW,4,"La Vista City, New Capital Compounds, New Capital City, Cairo",40817,"Cairo, New Capital City, New Capital Compounds",new-capital-city-new-capital-compounds-la-vista-city,SUBDISTRICT,31.595441818237305,26980000,117304.34782608696,Villa,property,2026-02-10T13:48:02Z,https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-cairo-new-capital-city-new-capital-compounds-la-vista-city-8688376.html,230,230,EG,propertyfinder,A stunning 240 sqm villa (ready to move in) with a
"[""BA"", ""BW"", ""AC"", ""CP"", ""BK"", ""MR"", ""PG"", ""PP"", ""SP"", ""ST"", ""SE"", ""SS"", ""SY"", ""WC"", ""BL"", ""LB"", ""CO""]",17,"[""Balcony"", ""Built in Wardrobes"", ""Central A/C"", ""Covered Parking"", ""Kitchen Appliances"", ""Maids Room"", ""Private Garden"", ""Private Pool"", ""Shared Pool"", ""Study"", ""Security"", ""Shared Spa"", ""Shared Gym"", ""Walk-in Closet"", ""View of Landmark"", ""Lobby in Building"", ""Children's Pool""]",2,3,buy,EGP,"Double-view villa for sale, ready for viewing and immediate occupancy. Fully finished, directly on South 90th Street, minutes from the American University in New Cairo's Fifth Settlement.

Minutes from the Ring Road and Cairo-Suez Road. Best price in New Cairo.

255 sq m

Distinctive layout: (3 bedrooms + nanny's room + 3-piece reception + American kitchen + 3 bathrooms)

The villa is located in the most prestigious phase with the best view (open view of the lake and lagoon).

Explanatory videos of the entire compound are available for viewing, and all imaginable services are offered.

Installment plan up to 7 years with no interest or down payments!

For viewing:[REDACTED_PHONE]",/en/plp/buy/villa-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-mountain-view-1-1-8688234.html,True,8688234,"[""https://static.shared.propertyfinder.eg/media/images/listing/50NGPHD9RD1Z0M0PSZX4F7R63G/d72a6713-f6a4-4f82-911c-589cc46c29a9/668x452.jpg""]",13,False,False,False,False,30.048173904418945,2026-02-10T13:39:51Z,50NGPHD9RD1Z0M0PSZX4F7R63G,5,"Mountain View 1.1, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",41706,"Cairo, New Cairo City, The 5th Settlement, 5th Settlement Compounds",new-cairo-city-the-5th-settlement-5th-settlement-compounds-mountain-view-1-1,STREET,31.50146484375,26000000,101960.7843137255,Villa,property,2026-02-10T13:39:51Z,https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-mountain-view-1-1-8688234.html,255,255,EG,propertyfinder,"Fully finished villa with luxury view, South 90th!"
"[""BA"", ""BW"", ""AC"", ""CP"", ""MR"", ""PP"", ""ST"", ""SS"", ""BK"", ""PG"", ""SP"", ""VW"", ""SE"", ""BL"", ""WC"", ""SY"", ""LB"", ""CO""]",18,"[""Balcony"", ""Built in Wardrobes"", ""Central A/C"", ""Covered Parking"", ""Maids Room"", ""Private Pool"", ""Study"", ""Shared Spa"", ""Kitchen Appliances"", ""Private Garden"", ""Shared Pool"", ""View of Water"", ""Security"", ""View of Landmark"", ""Walk-in Closet"", ""Shared Gym"", ""Lobby in Building"", ""Children's Pool""]",2,3,buy,EGP,"CAPITAL VILLAGE 
PALM HILLS DEVELOPMENT 
-------------------------------------------------------------
Unit Details : 
3 Bedrooms 
2 Bedrooms
Garden 
Pool 
Security 
Study
Gym
Jacuzzi
Balcony 
Central A/C
View of a landmark 
Prime location 
View of water 
------------------------------------------------------------------
For More Details Contact Me :[REDACTED_PHONE]
------------------------------------------------------------------
Palm Hills New Cairo is not only one of the most luxurious projects in the East but also a one-of-a-kind fully sufficient gated community where the whole family unlocks a more comfortable living experience. Sprawling across 500 acres of land in the heart of New Cairo, Palm Hills utilized every sqm flawlessly to turn it into an unparalleled community.

 

Palm Hills didn’t only want to offer the residents of Palm Hills New Cairo Compound a convenient life inside the compound but also outside of it. It didn’t stop at crafting a unique master plan for the project filled with exclusive facilities and lavish homes, and integrated distinguishing services in the compound. It also placed Palm Hills New Cairo in a premium location to grant its people a more comfortable living experience. 

 

The prime features of Palm Hills New Cairo revolve around education, home needs, luxurious facilities, and a notable collection of units with impeccable architectural innovation.",/en/plp/buy/villa-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-palm-hills-new-cairo-2PI74IQhRw0.html,True,51031322,"[""https://static.shared.propertyfinder.eg/media/images/listing/9HPRR1RC70XFYSK3GG322AJ6SR/24256e98-64a0-4e9f-bfc1-67e0a265db06/668x452.jpg""]",22,False,False,False,False,30.012271881103516,2026-02-09T21:58:32Z,9HPRR1RC70XFYSK3GG322AJ6SR,5,"Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2780,"Cairo, New Cairo City, The 5th Settlement, 5th Settlement Compounds",new-cairo-city-the-5th-settlement-5th-settlement-compounds-palm-hills-new-cairo,COMPOUND,31.57951545715332,17200000,85572.13930348259,Villa,property,2026-02-09T21:58:32Z,https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-palm-hills-new-cairo-2PI74IQhRw0.html,201,201,EG,propertyfinder,WITH 5%DP !! FULLY FINISHED VILLA FOR SALE .
"[""BA"", ""BW"", ""AC"", ""CP"", ""BK"", ""MR"", ""PG"", ""PP"", ""SP"", ""ST"", ""VW"", ""SE"", ""SS"", ""SY"", ""WC"", ""BL"", ""LB"", ""CO""]",18,"[""Balcony"", ""Built in Wardrobes"", ""Central A/C"", ""Covered Parking"", ""Kitchen Appliances"", ""Maids Room"", ""Private Garden"", ""Private Pool"", ""Shared Pool"", ""Study"", ""View of Water"", ""Security"", ""Shared Spa"", ""Shared Gym"", ""Walk-in Closet"", ""View of Landmark"", ""Lobby in Building"", ""Children's Pool""]",2,3,buy,EGP,"Project Overview:
• Project Name: CFC New Cairo
• Developer: Al-Futtaim
• Unit Type: Villa (Quattro)
• Built-Up Area: 282 SQM
• Finishing: Core & Shell
• Delivery: Ready to move
___________________________________________
Financial & Payment Plan:
• Total Price: 29,250,000 EGP
___________________________________________

Why This Unit – CFC New Cairo?
• Premium villa in CFC compound
• Ready to move Core & Shell
• Ideal for customization to personal taste
• Excellent investment potential with high demand
• Access to compound amenities and Cairo Festival Mall facilities",/en/plp/buy/villa-for-sale-cairo-new-cairo-city-north-investors-area-cairo-festival-city-8681316.html,True,8681316,"[""https://static.shared.propertyfinder.eg/media/images/listing/4NNVMXAQCJ05ET3GF2YM7X5TYM/4403fbe4-416a-4870-82d6-3d38be1593ce/668x452.jpg""]",16,False,False,False,False,30.028350830078125,2026-02-09T14:54:05Z,4NNVMXAQCJ05ET3GF2YM7X5TYM,4,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",2572,"Cairo, New Cairo City, North Investors Area",new-cairo-city-north-investors-area-cairo-festival-city,COMPOUND,31.408384323120117,29250000,103723.40425531915,Villa,property,2026-02-09T14:54:05Z,https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-cairo-new-cairo-city-north-investors-area-cairo-festival-city-8681316.html,282,282,EG,propertyfinder,Ready Quattro Villa For Sale In CFC New Cairo
"[""BA"", ""BW"", ""AC"", ""CP"", ""BK"", ""MR"", ""PG"", ""PP"", ""SP"", ""ST"", ""VW"", ""SE"", ""SS"", ""SY"", ""WC"", ""BL"", ""LB"", ""CO""]",18,"[""Balcony"", ""Built in Wardrobes"", ""Central A/C"", ""Covered Parking"", ""Kitchen Appliances"", ""Maids Room"", ""Private Garden"", ""Private Pool"", ""Shared Pool"", ""Study"", ""View of Water"", ""Security"", ""Shared Spa"", ""Shared Gym"", ""Walk-in Closet"", ""View of Landmark"", ""Lobby in Building"", ""Children's Pool""]",2,3,buy,EGP,"181 sq m villa with a down payment of 4,000,000 EGP, sea view (fully finished with ACs & kitchen) in Silver Sands Village, North Coast, Sidi Heneish

A prime location villa with a sea view for sale in Silver Sands Village

From the projects of Ora Real Estate Development Company

Fully finished

Prime location at kilometer 222 on the Alexandria-Matrouh Road, near Borg El Arab Airport, Fouka Road, and Mountain View

10% down payment and installments up to 8 years

For more details, call[REDACTED_PHONE]

For more details, call[REDACTED_PHONE]",/en/plp/buy/villa-for-sale-north-coast-qesm-marsa-matrouh-silver-sands-8680044.html,True,8680044,"[""https://static.shared.propertyfinder.eg/media/images/listing/63G4JXD24M9TQFMEBG7EQNQMDM/11c80cf3-eda8-4213-82ad-69b8874d403f/668x452.jpg""]",26,False,False,False,False,31.265277862548828,2026-02-09T13:28:06Z,63G4JXD24M9TQFMEBG7EQNQMDM,3,"Silver Sands, Qesm Marsa Matrouh, North Coast",41237,"North Coast, Qesm Marsa Matrouh",qesm-marsa-matrouh-silver-sands,DISTRICT,27.379444122314453,6000000,120000.0,Villa,property,2026-02-09T13:28:06Z,https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-north-coast-qesm-marsa-matrouh-silver-sands-8680044.html,50,50,EG,propertyfinder,"181 sq m villa with a down payment of 4,000,000 EG"
"[""BA"", ""BW"", ""AC"", ""CP"", ""BK"", ""MR"", ""PG"", ""PP"", ""SP"", ""ST"", ""VW"", ""SE"", ""SS"", ""WC"", ""BL"", ""SY"", ""LB"", ""CO""]",18,"[""Balcony"", ""Built in Wardrobes"", ""Central A/C"", ""Covered Parking"", ""Kitchen Appliances"", ""Maids Room"", ""Private Garden"", ""Private Pool"", ""Shared Pool"", ""Study"", ""View of Water"", ""Security"", ""Shared Spa"", ""Walk-in Closet"", ""View of Landmark"", ""Shared Gym"", ""Lobby in Building"", ""Children's Pool""]",2,3,buy,EGP,"A great deal on a villa (3 floors) with a view of the Land scape  for sale in Sarai Compound, next to Madinaty, opposite Shorouk City, and on the Suez Road.

A prime location villa with a view of the Central Park for sale in Sarai Compound, opposite Shorouk City.

The compound is already inhabited and developed by MHD.

A prime location directly on the Suez Road, next to Madinaty, opposite Shorouk City, near AUC, and close to Nasr City and Heliopolis.

Installment options available. Total price: 10,000,000 EGP.

To view the villa now, call me at[REDACTED_PHONE] or leave your number in a message and we will get back to you with all the details.",/en/plp/buy/villa-for-sale-cairo-mostakbal-city---future-city-mostakbal-city-compounds-sarai-s1-8679820.html,True,8679820,"[""https://static.shared.propertyfinder.eg/media/images/listing/V44FF1ACNJ8DX4T8FHVCT06PQW/991edb27-b82d-4e39-b129-8b4923c04f0d/668x452.jpg""]",10,False,False,False,False,30.090049743652344,2026-02-09T13:10:09Z,V44FF1ACNJ8DX4T8FHVCT06PQW,5,"S1, Sarai, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",42311,"Cairo, Mostakbal City - Future City, Mostakbal City Compounds, Sarai",mostakbal-city---future-city-mostakbal-city-compounds-sarai-s1,STREET,31.70280647277832,10000000,62500.0,Villa,property,2026-02-09T13:10:09Z,https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-cairo-mostakbal-city---future-city-mostakbal-city-compounds-sarai-s1-8679820.html,160,160,EG,propertyfinder,A great deal on a villa (3 floors) with a view of
"[""BA"", ""PG"", ""SE"", ""LB"", ""BL"", ""WC""]",6,"[""Balcony"", ""Private Garden"", ""Security"", ""Lobby in Building"", ""View of Landmark"", ""Walk-in Closet""]",2,3,buy,EGP,"For Sale: Cash Villa in One of Madinaty’s Most Prestigious Phases – VG5

Model: II

Built-up Area: 191 m²
Land Area: 240 m²

Bedrooms: 3
Bathrooms: 3

Street View

Prime location
Very prime location within VG5

Immediate delivery
Fully finished with modern high-quality finishing
All financial dues fully paid

Price: 17,500,000 EGP (negotiable)

Unit Code: 18734
─────────────────
For inquiries, please contact us via:
Property Consultant: Eng Mohamed Magdy
WhatsApp:[REDACTED_PHONE]
─────────────────
WEALTHIEST PROPERTIES
Professional Real Estate Consultations & Management
Madinaty – East Hub – Block 18
Buy or sell your home with a company you can trust.",/en/plp/buy/villa-for-sale-cairo-madinaty-privado-8679083.html,True,8679083,"[""https://static.shared.propertyfinder.eg/media/images/listing/KPQ5MRSE60W4K0ZYGDM3NF5W08/8e9a5143-9068-4726-afdb-4e70c79e0cf6/668x452.jpg""]",22,False,False,False,False,30.091936111450195,2026-02-09T12:27:18Z,KPQ5MRSE60W4K0ZYGDM3NF5W08,3,"Privado, Madinaty, Cairo",42270,"Cairo, Madinaty",madinaty-privado,DISTRICT,31.66517448425293,17500000,91623.03664921466,Villa,property,2026-02-09T12:27:18Z,https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-cairo-madinaty-privado-8679083.html,191,191,EG,propertyfinder,For Sale: Cash Villa in Madinaty Phases – VG5
"[""BA"", ""CO"", ""LB"", ""WC"", ""BL"", ""SY"", ""SS"", ""SE"", ""VW"", ""ST"", ""SP""]",11,"[""Balcony"", ""Children's Pool"", ""Lobby in Building"", ""Walk-in Closet"", ""View of Landmark"", ""Shared Gym"", ""Shared Spa"", ""Security"", ""View of Water"", ""Study"", ""Shared Pool""]",2,3,buy,EGP,"Own a Townhouse in VYE Compound
By SODIC – One of Egypt’s Leading Developers
Prime Location in New Sheikh Zayed

There are installment plans available.


Unit Details:
	•	Townhouse
	•	Built-up area: 196 sqm
	•	3 Bedrooms, 2 Bathrooms
	•	Flexible payment plans up to 10 years

Location:
	•	Situated in the most prestigious area of New Sheikh Zayed – Golden Square
	•	Excellent connectivity to all major roads
	•	Close to Cairo-Alexandria Desert Road
	•	Near Sphinx International Airport

Compound Features:
	•	Sports courts
	•	Swimming pools
	•	Landscaped green areas & artificial lakes
	•	Jogging & cycling tracks
	•	Fully equipped sports club
	•	Commercial area
	•	24/7 security & surveillance cameras

All units offer stunn",/en/plp/buy/villa-for-sale-giza-sheikh-zayed-city-sheikh-zayed-compounds-sodic-west-8677381.html,True,8677381,"[""https://static.shared.propertyfinder.eg/media/images/listing/WTX7990XQ6DRSSKW7GFEFWKNEC/c605f6c8-d1c7-4e43-bcd0-53d9dad0e189/668x452.jpg""]",10,False,False,False,False,30.076255798339844,2026-02-09T10:40:55Z,WTX7990XQ6DRSSKW7GFEFWKNEC,4,"Sodic West, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",41130,"Giza, Sheikh Zayed City, Sheikh Zayed Compounds",sheikh-zayed-city-sheikh-zayed-compounds-sodic-west,SUBDISTRICT,30.94744110107422,6400000,320000.0,Villa,property,2026-02-09T10:40:55Z,https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-giza-sheikh-zayed-city-sheikh-zayed-compounds-sodic-west-8677381.html,20,20,EG,propertyfinder,"Villa for sale in Sheikh Zayed, 220m², installment"
"[""BA"", ""LB"", ""BL"", ""VW"", ""SE""]",5,"[""Balcony"", ""Lobby in Building"", ""View of Landmark"", ""View of Water"", ""Security""]",2,3,buy,EGP,"Emaar 

Belle Vie 

October 

Standalone 
Type Grace A-M

Land 328 m
BUA 207 m

3 bedrooms ( 1 master )
2 bathrooms

Fully finished 

Prime location 

Downpayment 30,700,000
Remaining 4,300,000
Total 35,000,000

Maintenance 800,000

Delivery 2026

About New Avenue:
                     
New Avenue is a real estate consultancy based in Egypt, aiming at providing comprehensive services for your real estate needs. If you are willing to make an investment or are interested in buying a residential or a commercial property, we are there for you to ensure transforming your plans into reality.
                           
Given our individual experiences in the top real estate companies in Egypt & abroad, we have reached the conclusion that trust is primary factor we should be offering you when it comes to buying, renting or submitting your property for sale or rent.           

New Avenue is aiming to provide our customer with almost all the needs that you would need Residential or Commercial.",/en/plp/buy/villa-for-sale-giza-sheikh-zayed-city-new-zayed-city-belle-vie-8676462.html,True,8676462,"[""https://static.shared.propertyfinder.eg/media/images/listing/ETMCKCPQDTANEJERNACXZVNC6C/32cc6d69-5f83-4b4b-b3be-0cc44532ba97/668x452.jpg""]",11,False,False,False,False,30.062620162963867,2026-02-09T09:09:34Z,ETMCKCPQDTANEJERNACXZVNC6C,4,"Belle Vie, New Zayed City, Sheikh Zayed City, Giza",41200,"Giza, Sheikh Zayed City, New Zayed City",sheikh-zayed-city-new-zayed-city-belle-vie,SUBDISTRICT,30.891742706298828,35000000,169082.12560386473,Villa,property,2026-02-09T09:09:34Z,https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-giza-sheikh-zayed-city-new-zayed-city-belle-vie-8676462.html,207,207,EG,propertyfinder,Villa belle vie October Fully finished for sale
